This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"341828","CLAREMORE 2",-95.5833,36.3167,180,"COOP","25957"
"342678","DURANT USDA",-96.3833,34.0167,201,"COOP","25998"
"343304","FORT SUPPLY",-99.5833,36.5500,632,"COOP","26048"
"343353","FREDERICK",-99.0167,34.4000,397,"COOP","26051"
"343628","GOODWELL RES",-101.6167,36.6000,1009,"COOP","26059"
"343740","GREAT SALT P",-98.1333,36.7500,364,"COOP","26068"
"343871","HAMMON 1 NNE",-99.3833,35.6333,541,"COOP","26082"
"344019","HELENA 1 SSE",-98.2667,36.5333,427,"COOP","26097"
"344451","IDABEL",-94.8167,33.8833,140,"COOP","26121"
"344766","KENTON",-102.9667,36.9000,1326,"COOP","26132"
"344975","LAKE EUFAULA",-95.3667,35.3000,221,"COOP","26148"
"346139","MUTUAL",-99.1667,36.2333,576,"COOP","26219"
"347309","PRYOR 5 SSE",-95.2833,36.2500,180,"COOP","26286"
"348501","STILLWATER 2",-97.0833,36.1167,273,"COOP","26354"
"349445","WEBBERS FALL",-95.1333,35.5167,152,"COOP","26427"
"349629","WICHITA MTN",-98.7167,34.7333,507,"COOP","26437"
"350118","ALKALI LAKE",-120.0000,42.9667,1321,"COOP","26468"
"350197","ANTELOPE",-120.7167,44.9167,817,"COOP","26484"
"350356","AUSTIN 3 S",-118.5000,44.5833,1284,"COOP","26498"
"350595","BEAVERTON 1",-122.8167,45.5000,61,"COOP","26519"
"350652","BELKNAP SPRI",-122.0333,44.2833,656,"COOP","26522"
"350694","BEND",-121.3167,44.0667,1113,"COOP","26524"
"350897","BONNEVILLE D",-121.9500,45.6333,18,"COOP","26545"
"351433","CASCADIA",-122.4833,44.4000,262,"COOP","26593"
"351552","CHERRY GROVE",-123.2500,45.4167,238,"COOP","26600"
"351574","CHILOQUIN 7",-121.9500,42.6500,1266,"COOP","26604"
"351836","COQUILLE CIT",-124.2000,43.1833,6,"COOP","26629"
"351862","CORVALLIS ST",-123.2000,44.6333,70,"COOP","26636"
"351877","CORVALLIS WA",-123.4500,44.5167,180,"COOP","26637"
"351902","COTTAGE GROV",-123.0500,43.7167,253,"COOP","26639"
"351946","CRATER LAKE",-122.1333,42.9000,1974,"COOP","26646"
"352292","DETROIT DAM",-122.2500,44.7167,372,"COOP","26674"
"352374","DORENA DAM",-122.9667,43.7833,250,"COOP","26690"
"352406","DRAIN",-123.3167,43.6667,88,"COOP","26691"
"352805","FALLS CITY 2",-123.4333,44.8500,134,"COOP","26734"
"352867","FERN RIDGE D",-123.3000,44.1167,119,"COOP","26737"
"352997","FOREST GROVE",-123.1000,45.5333,61,"COOP","26751"
"353047","FOSTER DAM",-122.6667,44.4167,168,"COOP","26762"
"353402","GOVERNMENT C",-121.7500,45.3000,1214,"COOP","26788"
"353847","HERMISTON 2",-119.2833,45.8167,189,"COOP","26831"
"353908","HILLSBORO",-122.9833,45.5167,49,"COOP","26834"
"354003","HOOD RIVER E",-121.5167,45.6833,153,"COOP","26839"
"354060","HOWARD PRAIR",-122.3667,42.2167,1392,"COOP","26843"
"354098","HUNTINGTON",-117.2667,44.3500,650,"COOP","26846"
"354291","JOHN DAY",-118.9667,44.4167,933,"COOP","26877"
"354411","KENT",-120.7000,45.2000,792,"COOP","26887"
"354606","LACOMB 3 NNE",-122.7167,44.6167,158,"COOP","26900"
"354776","LAUREL MOUNT",-123.5833,44.9167,1095,"COOP","26923"
"354811","LEABURG 1 SW",-122.6833,44.1000,207,"COOP","26924"
"355050","LOOKOUT POIN",-122.7667,43.9167,217,"COOP","26939"
"355055","LOST CREEK D",-122.6833,42.6667,482,"COOP","26941"
"355142","MADRAS 2 N",-121.1500,44.6667,744,"COOP","26952"
"355160","MALHEUR BRAN",-117.0167,43.9833,678,"COOP","26955"
"355221","MARION FORKS",-121.9500,44.6000,756,"COOP","26965"
"355641","MITCHELL 2 N",-120.1833,44.5833,806,"COOP","27001"
"355734","MORO",-120.7167,45.4833,570,"COOP","27015"
"356151","N WILLAMETTE",-122.7500,45.2833,30,"COOP","27049"
"356179","NYSSA",-116.9833,43.8833,663,"COOP","27052"
"356213","OAKRIDGE FIS",-122.4500,43.7500,390,"COOP","27055"
"356252","ODELL LAKE E",-121.9667,43.5500,1464,"COOP","27060"
"356405","OWYHEE DAM",-117.2500,43.6500,732,"COOP","27074"
"356540","PENDLETON BR",-118.6333,45.7167,454,"COOP","27087"
"356634","PILOT ROCK 1",-118.8167,45.4833,525,"COOP","27096"
"356820","POWERS",-124.0667,42.8833,70,"COOP","27116"
"357056","REDMOND 1 SS",-121.1667,44.2667,920,"COOP","27142"
"357082","REEDSPORT",-124.1167,43.7000,61,"COOP","27144"
"357169","RIDDLE",-123.3500,42.9500,207,"COOP","27150"
"357559","SANTIAM PASS",-121.8667,44.4167,1449,"COOP","27187"
"357586","SCOGGINS DAM",-123.2000,45.4833,108,"COOP","27190"
"357675","SENECA",-118.9667,44.1333,1420,"COOP","27196"
"357823","SILVERTON",-122.7667,45.0000,124,"COOP","27209"
"358407","THE DALLES",-121.2000,45.6000,31,"COOP","27267"
"358466","THREE LYNX",-122.0667,45.1167,342,"COOP","27272"
"358726","UKIAH",-118.9333,45.1333,1023,"COOP","27314"
"358746","UNION EXPERI",-117.8833,45.2167,843,"COOP","27319"
"358884","VERNONIA 2",-123.1833,45.8667,192,"COOP","27333"
"359176","WESTFALL 4 N",-117.7500,44.0500,957,"COOP","27357"
"359316","WICKIUP DAM",-121.6833,43.6833,1328,"COOP","27369"
"359464","WINCHESTER 3",-123.4167,43.2833,140,"COOP","27381"
"360140","ALTOONA 3 W",-78.4667,40.5000,403,"COOP","27405"
"360656","BIGLERVILLE",-77.2500,39.9333,220,"COOP","27444"
"360763","BLOSERVILLE",-77.3667,40.2667,198,"COOP","27450"
"360785","BLUE MARSH L",-76.0333,40.3833,107,"COOP","27453"
"360868","BRADFORD 4 W",-78.7333,41.9500,512,"COOP","27460"
"361139","BUTLER 2 SW",-79.9167,40.8500,305,"COOP","27478"
"361212","CANTON",-76.8500,41.6500,354,"COOP","27486"
"361589","COATESVILLE",-75.8333,39.9667,104,"COOP","27522"
"361719","CONNEAUTVILL",-80.2833,41.7333,387,"COOP","27531"
"362108","DERRY 4 SW",-79.3333,40.3000,323,"COOP","27568"
"362183","DONEGAL 2 NW",-79.4000,40.1333,549,"COOP","27573"
"362343","EAGLES MERE",-76.5833,41.4000,607,"COOP","27588"
"362629","EMPORIUM",-78.2333,41.5000,317,"COOP","27611"
"362644","ENGLISH CENT",-77.2833,41.4333,268,"COOP","27615"
"362942","FORD CITY 4",-79.5000,40.7167,283,"COOP","27629"
"363028","FRANKLIN",-79.8167,41.3833,301,"COOP","27632"
"363056","FREELAND",-75.9000,41.0167,580,"COOP","27635"
"363218","GETTYSBURG",-77.2333,39.8333,165,"COOP","27643"
"363488","GREEN LANE",-75.4833,40.3500,93,"COOP","27665"
"363632","HAMBURG",-75.9833,40.5500,107,"COOP","27677"
"363662","HANOVER",-76.9833,39.8000,183,"COOP","27680"
"363758","HAWLEY",-75.1667,41.4833,268,"COOP","27689"
"364325","JAMESTOWN 2",-80.4667,41.5000,317,"COOP","27720"
"364432","KANE 1 NNE",-78.8000,41.6833,533,"COOP","27730"
"364836","LAUREL MOUNT",-79.1500,40.1667,829,"COOP","27761"
"364992","LEWISTOWN",-77.5833,40.5833,146,"COOP","27777"
"365109","LOCK HAVEN S",-77.4500,41.1167,174,"COOP","27781"
"365336","MADERA",-78.4333,40.8333,445,"COOP","27790"
"365606","MEADVILLE 1",-80.1667,41.6333,325,"COOP","27810"
"365817","MILLVILLE 2",-76.5667,41.1000,262,"COOP","27839"
"365915","MONTROSE",-75.8667,41.8333,475,"COOP","27847"
"365956","MORGANTOWN",-75.9000,40.1500,180,"COOP","27851"
"366297","NEWPORT",-77.1333,40.4833,116,"COOP","27887"
"366370","NORRISTOWN",-75.3500,40.1167,21,"COOP","27890"
"367029","PLEASANT MOU",-75.4500,41.7333,549,"COOP","27951"
"367229","PUTNEYVILLE",-79.2833,40.9333,390,"COOP","27973"
"367322","READING 3 N",-75.9333,40.3667,82,"COOP","27984"
"367338","RECTOR 3 SSW",-79.2667,40.1667,406,"COOP","27985"
"367409","RENOVO",-77.7333,41.3333,201,"COOP","27988"
"367477","RIDGWAY",-78.7500,41.4167,415,"COOP","27996"
"367931","SELINSGROVE",-76.8667,40.7667,128,"COOP","28024"
"368184","SLIPPERY ROC",-80.0667,41.0500,381,"COOP","28044"
"368449","STATE COLLEG",-77.8667,40.8000,357,"COOP","28069"
"368469","STEVENSON DA",-78.0167,41.4000,284,"COOP","28072"
"368560","STOYSTOWN",-78.9500,40.1000,549,"COOP","28076"
"368873","TIONESTA 2 S",-79.4333,41.4833,366,"COOP","28102"
"368888","TITUSVILLE W",-79.7000,41.6333,372,"COOP","28105"
"369298","WARREN",-79.1500,41.8500,369,"COOP","28138"
"369367","WAYNESBURG 1",-80.1667,39.9000,287,"COOP","28147"
"369408","WELLSBORO 4",-77.2667,41.7000,567,"COOP","28151"
"369464","WEST CHESTER",-75.6333,39.9667,137,"COOP","28156"
"380126","ALLENDALE",-81.3000,33.0000,55,"COOP","28225"
"380736","BISHOPVILLE",-80.3000,34.2333,88,"COOP","28240"
"381310","CAMDEN 3 W",-80.6500,34.2500,43,"COOP","28255"
"381588","CHERAW",-79.8833,34.7000,43,"COOP","28263"
"381770","CLEMSON UNIV",-82.8167,34.6833,250,"COOP","28270"
"381997","CONWAY",-79.0500,33.8333,6,"COOP","28279"
"382386","DILLON 4 SW",-79.4000,34.3667,29,"COOP","28285"
"382730","EDISTO ISLAN",-80.3000,32.5667,1,"COOP","28289"
"383111","FLORENCE 2 N",-79.7667,34.2167,38,"COOP","28299"
"384607","JOHNSTON 4 S",-81.8500,33.7833,189,"COOP","28344"
"384690","KERSHAW",-80.5833,34.5500,162,"COOP","28345"
"384753","KINGSTREE 1",-79.8167,33.6500,18,"COOP","28346"
"384886","LAKE CITY",-79.7333,33.8500,24,"COOP","28349"
"385017","LAURENS",-82.0333,34.5000,180,"COOP","28353"
"385306","LORIS 1 S",-78.8833,34.0500,31,"COOP","28362"
"385493","MANNING 1 S",-80.2167,33.6667,27,"COOP","28364"
"386527","ORANGEBURG 2",-80.8667,33.5000,70,"COOP","28393"
"386893","PINOPOLIS DA",-79.9833,33.2500,9,"COOP","28413"
"387631","SALUDA",-81.7667,33.9833,146,"COOP","28428"
"387666","SANDHILL EXP",-80.8667,34.1333,134,"COOP","28429"
"388426","SUMMERVILLE",-80.1833,33.0000,18,"COOP","28450"
"388440","SUMTER",-80.3500,33.9333,55,"COOP","28451"
"388786","UNION 8 SW",-81.7500,34.6500,172,"COOP","28459"
"389327","WINNSBORO 1",-81.1000,34.3833,169,"COOP","28475"
"391873","COLUMBIA 8 N",-98.3000,45.7333,397,"COOP","28567"
"393294","GETTYSBURG",-99.9500,45.0167,634,"COOP","28639"
"395456","MELLETTE",-98.5000,45.1500,393,"COOP","28732"
"395671","MITCHELL 2 N",-98.0000,43.7167,387,"COOP","28747"
"396054","NEWELL",-103.4167,44.7167,871,"COOP","28765"
"396170","OAHE DAM",-100.4167,44.4500,506,"COOP","28768"
"396427","PACTOLA DAM",-103.4833,44.0667,1440,"COOP","28779"
"397882","SPEARFISH",-103.8833,44.4833,1122,"COOP","28854"
"399537","ZEONA 10 SSW",-103.0000,45.0667,832,"COOP","28919"
"400137","AMES PLANTAT",-89.2167,35.1000,140,"COOP","28925"
"400284","ATHENS",-84.5833,35.4333,287,"COOP","28932"
"400876","BOLIVAR WATE",-88.9833,35.2667,140,"COOP","28952"
"401145","BROWNSVILLE",-89.2500,35.5833,101,"COOP","28960"
"401480","CARTHAGE",-85.9667,36.2500,158,"COOP","28973"
"401561","CELINA",-85.5000,36.5500,168,"COOP","28982"
"401790","CLARKSVILLE",-87.3667,36.5500,116,"COOP","29003"
"402009","COOKEVILLE",-85.5000,36.1500,323,"COOP","29026"
"402024","COPPERHILL",-84.3833,35.0000,468,"COOP","29027"
"402108","COVINGTON 1",-89.6667,35.5667,95,"COOP","29032"
"402202","CROSSVILLE E",-85.1333,36.0167,552,"COOP","29036"
"402589","DOVER 1 W",-87.8500,36.4833,146,"COOP","29055"
"402934","ERWIN 2 SW",-82.4333,36.1333,524,"COOP","29077"
"403074","FAYETTEVILLE",-86.5500,35.1667,210,"COOP","29086"
"403679","GREENEVILLE",-82.8500,36.1000,402,"COOP","29112"
"404417","HUNTINGDON W",-88.4167,36.0000,134,"COOP","29135"
"404561","JACKSON EXP",-88.8333,35.6167,122,"COOP","29142"
"404946","KNOXVILLE EX",-83.9500,35.8833,253,"COOP","29176"
"404955","KNOXVILLE UN",-83.9167,35.9500,273,"COOP","29179"
"405158","LENOIR CITY",-84.2500,35.8000,239,"COOP","29197"
"405187","LEWISBURG EX",-86.8000,35.4500,240,"COOP","29198"
"405210","LEXINGTON",-88.4167,35.6667,165,"COOP","29201"
"405278","LINDEN 2",-87.8333,35.6167,153,"COOP","29208"
"405681","MARTIN UNIV",-88.8667,36.3333,104,"COOP","29234"
"406012","MILAN",-88.7667,35.9333,131,"COOP","29257"
"406162","MONTEAGLE",-85.8333,35.2500,588,"COOP","29260"
"406340","MOUNT PLEASA",-87.2333,35.5167,220,"COOP","29279"
"406371","MURFREESBORO",-86.3667,35.9167,168,"COOP","29281"
"406435","NEAPOLIS EXP",-86.9667,35.7167,214,"COOP","29291"
"406471","NEWBERN",-89.2667,36.1167,113,"COOP","29293"
"406534","NEWPORT 1 NW",-83.2000,35.9833,317,"COOP","29296"
"406977","PARIS 5 E",-88.2333,36.3167,137,"COOP","29320"
"407359","PORTLAND SEW",-86.5333,36.5833,241,"COOP","29340"
"407710","RIPLEY",-89.5333,35.7500,102,"COOP","29349"
"408160","SELMER",-88.6167,35.1667,152,"COOP","29369"
"408405","SMITHVILLE 2",-85.7833,35.9500,271,"COOP","29385"
"408562","SPRINGFIELD",-86.8333,36.4667,227,"COOP","29398"
"408868","TAZEWELL",-83.5500,36.4667,415,"COOP","29409"
"409219","UNION CITY",-89.0667,36.4167,102,"COOP","29427"
"409455","WATAUGA DAM",-82.1167,36.3333,522,"COOP","29441"
"409492","WAVERLY 4 W",-87.8667,36.0833,135,"COOP","29444"
"409502","WAYNESBORO",-87.7667,35.3000,229,"COOP","29447"
"410120","ALBANY",-99.2833,32.7333,433,"COOP","29483"
"410204","ALVIN HOUSTO",-95.2167,29.4167,12,"COOP","29501"
"410225","AMISTAD DAM",-101.0333,29.4667,323,"COOP","29508"
"410235","ANAHUAC",-94.6667,29.7833,6,"COOP","29510"
"410257","ANGLETON 2 W",-95.4500,29.1500,9,"COOP","29516"
"410313","ARCHER CITY",-98.6333,33.6000,314,"COOP","29525"
"410394","ASPERMONT 1",-100.2167,33.1500,534,"COOP","29532"
"410482","BAKERSFIELD",-102.3000,30.8833,772,"COOP","29561"
"410518","BARDWELL DAM",-96.6333,32.2667,140,"COOP","29571"
"410569","BAY CITY WAT",-95.9667,28.9833,15,"COOP","29584"
"410613","BEAUMONT RES",-94.2833,30.0667,9,"COOP","29594"
"410639","BEEVILLE 5 N",-97.7000,28.4500,78,"COOP","29597"
"410665","BELTON DAM",-97.4833,31.1000,201,"COOP","29601"
"410691","BENBROOK DAM",-97.4500,32.6500,241,"COOP","29604"
"410779","BIG LAKE 2",-101.4667,31.2000,820,"COOP","29612"
"410832","BLANCO",-98.4167,30.1000,418,"COOP","29621"
"410902","BOERNE",-98.7167,29.7833,432,"COOP","29627"
"410950","BOQUILLAS RA",-102.9667,29.1833,573,"COOP","29636"
"411000","BOYS RANCH",-102.2500,35.5333,968,"COOP","29643"
"411017","BRADY",-99.3333,31.1167,524,"COOP","29647"
"411042","BRECKENRIDGE",-98.9333,32.7500,369,"COOP","29652"
"411048","BRENHAM",-96.4000,30.1500,107,"COOP","29655"
"411063","BRIDGEPORT",-97.7500,33.2167,248,"COOP","29658"
"411128","BROWNFIELD 2",-102.2667,33.1833,1007,"COOP","29666"
"411250","BURNET",-98.2333,30.7667,403,"COOP","29693"
"411398","CAMP WOOD",-100.0167,29.6833,448,"COOP","29709"
"411429","CANYON DAM",-98.2000,29.8667,305,"COOP","29719"
"411486","CARRIZO SPRI",-99.8833,28.5333,195,"COOP","29735"
"411500","CARTHAGE",-94.3667,32.1500,103,"COOP","29740"
"411578","CENTER",-94.1667,31.8000,99,"COOP","29756"
"411596","CENTERVILLE",-95.9833,31.2667,108,"COOP","29758"
"411772","CLARKSVILLE",-95.0333,33.6333,134,"COOP","29788"
"411810","CLEVELAND",-95.0833,30.3667,59,"COOP","29797"
"411870","COLDSPRING 5",-95.1500,30.5333,108,"COOP","29805"
"411911","COLUMBUS",-96.5333,29.7167,61,"COOP","29818"
"411956","CONROE",-95.4500,30.3167,74,"COOP","29831"
"411974","COPE RANCH",-101.2500,31.5667,784,"COOP","29838"
"412019","CORSICANA",-96.4667,32.0833,130,"COOP","29851"
"412114","CROCKETT",-95.4500,31.3000,107,"COOP","29877"
"412121","CROSBYTON",-101.2333,33.6667,921,"COOP","29879"
"412354","DELL CITY 5",-105.2167,31.9000,1150,"COOP","29924"
"412394","DENISON DAM",-96.5667,33.8167,186,"COOP","29931"
"412448","DICKENS",-100.8333,33.6167,785,"COOP","29944"
"412458","DILLEY",-99.1667,28.6667,177,"COOP","29945"
"412464","DIMMITT 2 N",-102.3167,34.5833,1174,"COOP","29948"
"412590","DRYDEN",-102.1167,30.0500,671,"COOP","29960"
"412598","DUBLIN",-98.3333,32.1000,458,"COOP","29964"
"412617","DUMAS",-101.9667,35.8667,1114,"COOP","29966"
"412679","EAGLE PASS",-100.4833,28.7000,245,"COOP","29979"
"412902","EMORY 5 W",-95.8333,32.8667,134,"COOP","30015"
"412906","ENCINAL",-99.3667,28.0333,170,"COOP","30017"
"413005","EVANT 4 SW",-98.2167,31.4500,385,"COOP","30031"
"413063","FALFURRIAS",-98.1333,27.2333,37,"COOP","30040"
"413201","FLORESVILLE",-98.1667,29.1333,122,"COOP","30057"
"413214","FLOYDADA",-101.3333,33.9833,982,"COOP","30061"
"413225","FOLLETT",-100.1333,36.4333,792,"COOP","30066"
"413266","FORT HANCOCK",-105.8500,31.2833,1076,"COOP","30074"
"413340","FREEPORT 2 N",-95.3833,28.9833,3,"COOP","30102"
"413415","GAINESVILLE",-97.1333,33.6333,232,"COOP","30114"
"413507","GEORGETOWN L",-97.7167,30.6833,269,"COOP","30134"
"413622","GONZALES",-97.4500,29.5000,95,"COOP","30152"
"413668","GRAHAM",-98.5833,33.1000,320,"COOP","30162"
"413680","GRANDFALLS 3",-102.8333,31.3000,744,"COOP","30168"
"413686","GRANGER DAM",-97.3333,30.7000,165,"COOP","30172"
"413691","GRAPEVINE DA",-97.0500,32.9667,178,"COOP","30175"
"413734","GREENVILLE 7",-96.2167,33.2000,186,"COOP","30177"
"413884","HAMILTON 1 N",-98.1500,31.7167,384,"COOP","30201"
"413943","HARLINGEN",-97.6667,26.2000,12,"COOP","30210"
"413992","HASKELL",-99.7333,33.1667,489,"COOP","30216"
"414058","HEBBRONVILLE",-98.6667,27.3000,171,"COOP","30226"
"414081","HENDERSON",-94.8000,32.1833,140,"COOP","30232"
"414093","HENRIETTA",-98.2000,33.8167,275,"COOP","30235"
"414098","HEREFORD",-102.4000,34.8167,1164,"COOP","30236"
"414278","HORDS CREEK",-99.5667,31.8500,592,"COOP","30256"
"414382","HUNTSVILLE",-95.5500,30.7167,151,"COOP","30296"
"414483","IRON BRIDGE",-95.9167,32.8167,137,"COOP","30310"
"414570","JAYTON",-100.5667,33.2500,613,"COOP","30325"
"414605","JOHNSON CITY",-98.4167,30.2833,369,"COOP","30335"
"414705","KAUFMAN 3 SE",-96.2667,32.5500,115,"COOP","30357"
"414782","KERRVILLE 3",-99.1167,30.0667,543,"COOP","30370"
"414920","LA PRYOR",-99.8333,28.9500,227,"COOP","30393"
"414931","LA TUNA 1 S",-106.6000,31.9667,1159,"COOP","30394"
"414974","LAKE COLORAD",-100.9167,32.3333,641,"COOP","30402"
"414982","LAKE KEMP",-99.1500,33.7500,357,"COOP","30410"
"415013","LAMESA 1 SSE",-101.9333,32.7000,904,"COOP","30413"
"415018","LAMPASAS",-98.1833,31.0500,311,"COOP","30415"
"415183","LEVELLAND",-102.3833,33.5667,1083,"COOP","30439"
"415193","LEXINGTON",-97.0167,30.4167,143,"COOP","30443"
"415265","LITTLEFIELD",-102.3500,33.9333,1095,"COOP","30462"
"415271","LIVINGSTON 2",-94.9333,30.7333,55,"COOP","30464"
"415272","LLANO",-98.6833,30.7500,317,"COOP","30465"
"415398","LOVELADY",-95.4500,31.1333,92,"COOP","30487"
"415618","MARSHALL",-94.3500,32.5333,107,"COOP","30531"
"415650","MASON",-99.2333,30.7500,436,"COOP","30535"
"415658","MATADOR",-100.8333,34.0167,698,"COOP","30537"
"415661","MATHIS 4 SSW",-97.8667,28.0333,43,"COOP","30539"
"415721","MC COOK",-98.3833,26.5000,89,"COOP","30549"
"415742","MEDINA",-99.2500,29.8000,430,"COOP","30552"
"415757","MCGREGOR",-97.4167,31.4333,220,"COOP","30554"
"415869","MEXIA",-96.4833,31.6833,163,"COOP","30579"
"415875","MIAMI",-100.6333,35.7000,848,"COOP","30580"
"415956","MINEOLA 8 EN",-95.3667,32.7167,117,"COOP","30594"
"415972","MISSION 4 W",-98.4000,26.2167,41,"COOP","30599"
"416074","MORTON 1 WNW",-102.7833,33.7333,1147,"COOP","30616"
"416108","MOUNT PLEASA",-95.0000,33.1667,128,"COOP","30622"
"416119","MOUNT VERNON",-95.2333,33.1833,146,"COOP","30627"
"416135","MULESHOE 1",-102.7167,34.2333,1153,"COOP","30638"
"416137","MULESHOE NTL",-102.7833,33.9500,1140,"COOP","30640"
"416146","MUNDAY",-99.6333,33.4500,451,"COOP","30642"
"416177","NACOGDOCHES",-94.6333,31.6167,134,"COOP","30647"
"416210","NAVARRO MILL",-96.7000,31.9500,138,"COOP","30651"
"416276","NEW BRAUNFEL",-98.1167,29.7333,217,"COOP","30665"
"416286","NEW GULF",-95.8950,29.2667,21,"COOP","30668"
"416499","O C FISHER D",-100.4833,31.4667,580,"COOP","30689"
"416644","OLTON",-102.1500,34.1833,1100,"COOP","30700"
"416664","ORANGE 4 NW",-93.7833,30.1167,6,"COOP","30705"
"416740","PADUCAH",-100.3000,34.0167,580,"COOP","30718"
"416776","PAMPA 2",-100.9500,35.5667,960,"COOP","30728"
"416794","PARIS",-95.5667,33.6667,165,"COOP","30737"
"416879","PEARSALL",-99.0833,28.8833,195,"COOP","30743"
"416892","PECOS",-103.5000,31.4167,796,"COOP","30746"
"416950","PERRYTON 5 N",-100.7833,36.4667,894,"COOP","30751"
"416960","PERSIMMON GA",-103.0833,29.6500,772,"COOP","30756"
"417020","PIERCE 1 E",-96.1833,29.2333,32,"COOP","30762"
"417079","PLAINVIEW",-101.7000,34.1833,1028,"COOP","30770"
"417184","PORT MANSFIE",-97.4333,26.5500,3,"COOP","30790"
"417186","PORT O CONNO",-96.4000,28.4500,3,"COOP","30791"
"417206","POST",-101.4000,33.2000,799,"COOP","30795"
"417215","POTEET",-98.5833,29.0333,146,"COOP","30797"
"417300","PROCTOR RESE",-98.5000,31.9667,372,"COOP","30809"
"417336","QUANAH 5 SE",-99.6833,34.2500,456,"COOP","30812"
"417458","RAYMONDVILLE",-97.8000,26.4833,9,"COOP","30829"
"417497","RED ROCK",-97.4500,29.9667,157,"COOP","30837"
"417633","RISING STAR",-98.9667,32.1000,497,"COOP","30872"
"417669","ROBERT LEE L",-100.4833,31.9000,543,"COOP","30878"
"417677","ROBSTOWN",-97.6667,27.7833,24,"COOP","30880"
"417841","RUSK",-95.1500,31.8000,151,"COOP","30917"
"417920","SALT FLAT",-105.0833,31.7500,1135,"COOP","30925"
"417936","SAM RAYBURN",-94.1000,31.0667,58,"COOP","30928"
"417992","SAN SABA",-98.7167,31.1833,364,"COOP","30948"
"418022","SANDERSON",-102.4000,30.1500,854,"COOP","30952"
"418201","SEMINOLE",-102.6667,32.7167,1016,"COOP","30979"
"418221","SEYMOUR",-99.2500,33.6000,393,"COOP","30982"
"418236","SHAMROCK RAD",-100.2500,35.2333,715,"COOP","30987"
"418274","SHERMAN PUMP",-96.6167,33.6500,218,"COOP","30992"
"418323","SILVERTON",-101.3167,34.4833,1000,"COOP","30999"
"418415","SMITHVILLE",-97.1500,30.0167,96,"COOP","31014"
"418446","SOMERVILLE D",-96.5333,30.3333,80,"COOP","31018"
"418646","STILLHOUSE H",-97.5333,31.0333,215,"COOP","31054"
"418728","SUGAR LAND",-95.6333,29.6167,24,"COOP","31069"
"418818","TAHOKA",-101.8167,33.1667,952,"COOP","31077"
"418861","TAYLOR",-97.4092,30.5700,172,"COOP","31085"
"418942","TEXARKANA",-94.0833,33.4167,92,"COOP","31113"
"418996","THOMPSONS 3",-95.6333,29.4833,22,"COOP","31120"
"419014","THROCKMORTON",-99.2000,33.1833,427,"COOP","31129"
"419031","TILDEN 4 SSE",-98.5333,28.4167,105,"COOP","31134"
"419068","TOLEDO BEND",-93.5667,31.1833,30,"COOP","31139"
"419088","TORNILLO 2 S",-106.0833,31.4167,1093,"COOP","31141"
"419101","TOWN BLUFF D",-94.1833,30.8000,64,"COOP","31143"
"419163","TRUSCOTT",-99.8167,33.7500,467,"COOP","31157"
"419175","TULIA",-101.7667,34.5333,1061,"COOP","31159"
"419214","TYLER 5 NE",-95.2667,32.4000,149,"COOP","31165"
"419330","VEGA",-102.4167,35.2500,1223,"COOP","31189"
"419417","WACO DAM",-97.2167,31.6000,151,"COOP","31207"
"419491","WASHINGTON S",-96.1500,30.3333,66,"COOP","31217"
"419499","WATER VALLEY",-100.7167,31.6667,646,"COOP","31218"
"419532","WEATHERFORD",-97.8167,32.7667,325,"COOP","31225"
"419565","WELLINGTON",-100.2167,34.8500,622,"COOP","31230"
"419715","WHITNEY DAM",-97.3667,31.8500,175,"COOP","31248"
"419800","WILLS POINT",-96.0167,32.7000,159,"COOP","31263"
"419952","YOAKUM",-97.1333,29.2833,99,"COOP","31293"
"420072","ALTA",-111.6333,40.6000,2671,"COOP","31303"
"420074","ALTAMONT",-110.2833,40.3500,1943,"COOP","31304"
"420336","ARCHES NATL",-109.6167,38.6167,1259,"COOP","31318"
"420490","BEAR RIVER B",-112.2667,41.3000,1267,"COOP","31326"
"420802","BONANZA",-109.1833,40.0167,1753,"COOP","31363"
"420820","BOUNTIFUL-VA",-111.8833,40.8500,1384,"COOP","31368"
"421020","BULLFROG BAS",-110.7167,37.5333,1165,"COOP","31385"
"421144","CALLAO",-113.7167,39.9000,1320,"COOP","31391"
"421163","CANYONLANDS",-109.8333,38.4500,1808,"COOP","31395"
"421500","CLEAR LAKE R",-112.6167,39.1000,1403,"COOP","31434"
"421731","CORINNE",-112.1333,41.5833,1277,"COOP","31441"
"422798","FERRON",-111.1333,39.0833,1809,"COOP","31520"
"422996","FORT DUCHESN",-109.8667,40.2833,1540,"COOP","31528"
"423097","GARFIELD",-112.2000,40.7167,1320,"COOP","31536"
"423600","HANS FLAT R.",-110.1667,38.2500,2012,"COOP","31571"
"423671","HARDWARE RAN",-111.5667,41.6000,1695,"COOP","31575"
"424174","IBAPAH",-113.9833,40.0333,1609,"COOP","31616"
"424947","LA SAL 2 SE",-109.2167,38.3000,2048,"COOP","31658"
"425182","LOGAN RADIO",-111.8333,41.7667,1393,"COOP","31677"
"425186","LOGAN UTAH S",-111.8000,41.7500,1461,"COOP","31679"
"425194","LOGAN 5 SW E",-111.9000,41.6667,1388,"COOP","31682"
